"","YearStart","LocationAbbr","LocationDesc","Topic","Question","DataValueType","DataValue","StratificationCategory1","Stratification1"
"625",2017,"HI","Hawaii","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",66,"Race/Ethnicity","Hispanic"
"628",2012,"SD","South Dakota","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"635",2014,"OK","Oklahoma","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",3997,"Race/Ethnicity","White, non-Hispanic"
"636",2014,"SC","South Carolina","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",37,"Race/Ethnicity","Hispanic"
"638",2013,"MI","Michigan","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",7116,"Race/Ethnicity","White, non-Hispanic"
"640",2017,"LA","Louisiana","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",64,"Race/Ethnicity","Hispanic"
"644",2012,"CA","California","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",7196,"Race/Ethnicity","Hispanic"
"647",2010,"FL","Florida","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",127,"Race/Ethnicity","Asian or Pacific Islander"
"648",2020,"ME","Maine","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1500,"Overall","Overall"
"649",2012,"DE","Delaware","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",171,"Race/Ethnicity","Black, non-Hispanic"
"657",2016,"NJ","New Jersey","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"658",2018,"MO","Missouri","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2644,"Gender","Male"
"659",2019,"KS","Kansas","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",170,"Race/Ethnicity","Black, non-Hispanic"
"660",2015,"NH","New Hampshire","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"667",2017,"KS","Kansas","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",109,"Race/Ethnicity","Hispanic"
"669",2012,"DC","District of Columbia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",49,"Race/Ethnicity","White, non-Hispanic"
"671",2013,"MS","Mississippi","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"678",2012,"FL","Florida","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2070,"Race/Ethnicity","Black, non-Hispanic"
"679",2019,"GA","Georgia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",4364,"Race/Ethnicity","White, non-Hispanic"
"680",2018,"NM","New Mexico","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",47,"Race/Ethnicity","Black, non-Hispanic"
"684",2019,"TX","Texas","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",10456,"Gender","Female"
"690",2019,"FL","Florida","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",247,"Race/Ethnicity","Asian or Pacific Islander"
"692",2010,"UT","Utah","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",26,"Race/Ethnicity","Asian or Pacific Islander"
"693",2011,"NM","New Mexico","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",196,"Race/Ethnicity","American Indian or Alaska Native"
"694",2019,"SC","South Carolina","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",4935,"Overall","Overall"
"700",2020,"NV","Nevada","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",298,"Race/Ethnicity","Asian or Pacific Islander"
"709",2019,"LA","Louisiana","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2357,"Race/Ethnicity","White, non-Hispanic"
"710",2016,"NH","New Hampshire","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1048,"Overall","Overall"
"712",2019,"KY","Kentucky","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",37,"Race/Ethnicity","Hispanic"
"713",2011,"TN","Tennessee","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",24,"Race/Ethnicity","Hispanic"
"715",2019,"CT","Connecticut","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"717",2012,"AK","Alaska","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"720",2014,"ND","North Dakota","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"722",2020,"DC","District of Columbia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"725",2010,"MS","Mississippi","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1312,"Race/Ethnicity","Black, non-Hispanic"
"726",2011,"CT","Connecticut","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",229,"Race/Ethnicity","Black, non-Hispanic"
"727",2012,"IA","Iowa","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2767,"Race/Ethnicity","White, non-Hispanic"
"731",2014,"NC","North Carolina","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",5671,"Race/Ethnicity","White, non-Hispanic"
"733",2019,"MA","Massachusetts","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",3372,"Race/Ethnicity","White, non-Hispanic"
"739",2018,"FL","Florida","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",11420,"Race/Ethnicity","White, non-Hispanic"
"746",2020,"NH","New Hampshire","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"748",2014,"NY","New York","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",5865,"Gender","Male"
"751",2017,"GA","Georgia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",130,"Race/Ethnicity","Hispanic"
"752",2019,"MO","Missouri","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",29,"Race/Ethnicity","Asian or Pacific Islander"
"755",2014,"DC","District of Columbia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",207,"Gender","Female"
"759",2020,"OH","Ohio","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",101,"Race/Ethnicity","Asian or Pacific Islander"
"761",2020,"IN","Indiana","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",256,"Race/Ethnicity","Hispanic"
"764",2015,"MO","Missouri","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",4582,"Overall","Overall"
"766",2012,"SD","South Dakota","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",684,"Race/Ethnicity","White, non-Hispanic"
"770",2014,"NJ","New Jersey","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1046,"Race/Ethnicity","Black, non-Hispanic"
"771",2012,"AR","Arkansas","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",30,"Race/Ethnicity","Hispanic"
"774",2019,"IA","Iowa","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",3496,"Overall","Overall"
"775",2012,"TX","Texas","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2830,"Race/Ethnicity","Black, non-Hispanic"
"777",2012,"ID","Idaho","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1035,"Race/Ethnicity","White, non-Hispanic"
"778",2010,"MA","Massachusetts","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",48,"Race/Ethnicity","Asian or Pacific Islander"
"789",2016,"CT","Connecticut","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1672,"Race/Ethnicity","White, non-Hispanic"
"791",2012,"UT","Utah","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",535,"Gender","Male"
"799",2016,"AL","Alabama","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1699,"Gender","Male"
"802",2011,"SD","South Dakota","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",853,"Overall","Overall"
"804",2017,"UT","Utah","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"807",2015,"CO","Colorado","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",30,"Race/Ethnicity","American Indian or Alaska Native"
"808",2012,"MO","Missouri","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",576,"Race/Ethnicity","Black, non-Hispanic"
"809",2016,"OH","Ohio","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",6401,"Gender","Male"
"811",2014,"ND","North Dakota","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",51,"Race/Ethnicity","American Indian or Alaska Native"
"815",2016,"ID","Idaho","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1187,"Race/Ethnicity","White, non-Hispanic"
"816",2014,"MD","Maryland","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",60,"Race/Ethnicity","Hispanic"
"818",2011,"MD","Maryland","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",94,"Race/Ethnicity","Asian or Pacific Islander"
"822",2014,"AR","Arkansas","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1983,"Race/Ethnicity","White, non-Hispanic"
"825",2020,"NJ","New Jersey","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",4796,"Race/Ethnicity","White, non-Hispanic"
"827",2018,"TX","Texas","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",10452,"Gender","Female"
"828",2020,"CO","Colorado","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",155,"Race/Ethnicity","Asian or Pacific Islander"
"835",2015,"MS","Mississippi","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"837",2010,"IL","Illinois","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",4020,"Gender","Male"
"838",2016,"UT","Utah","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",901,"Gender","Male"
"842",2012,"MS","Mississippi","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",3154,"Overall","Overall"
"846",2019,"TX","Texas","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",500,"Race/Ethnicity","Asian or Pacific Islander"
"848",2018,"ME","Maine","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1201,"Race/Ethnicity","White, non-Hispanic"
"849",2018,"OH","Ohio","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",12258,"Overall","Overall"
"852",2013,"NY","New York","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2854,"Race/Ethnicity","Black, non-Hispanic"
"855",2016,"AZ","Arizona","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",3290,"Gender","Male"
"856",2015,"RI","Rhode Island","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",522,"Gender","Female"
"864",2010,"PA","Pennsylvania","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",9893,"Race/Ethnicity","White, non-Hispanic"
"868",2011,"MI","Michigan","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",4181,"Gender","Female"
"876",2014,"OK","Oklahoma","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2187,"Gender","Female"
"878",2015,"TN","Tennessee","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",33,"Race/Ethnicity","Hispanic"
"880",2011,"LA","Louisiana","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"882",2012,"NJ","New Jersey","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",202,"Race/Ethnicity","Asian or Pacific Islander"
