"YearStart","LocationAbbr","LocationDesc","Topic","Question","DataValueType","DataValue","StratificationCategory1","Stratification1"
2014,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Age-adjusted Rate","4.03","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Age-adjusted Rate","2.1","Overall","Overall"
2016,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Number","1468","Gender","Male"
2014,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Number","1381","Race/Ethnicity","White, non-Hispanic"
2017,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Crude Rate","3.40","Race/Ethnicity","White, non-Hispanic"
2019,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Age-adjusted Rate","1.4","Gender","Female"
2020,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Crude Rate","2.4","Race/Ethnicity","White, non-Hispanic"
2018,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number","139","Overall","Overall"
2014,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Age-adjusted Rate","2.17","Overall","Overall"
2016,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Crude Rate","","Race/Ethnicity","American Indian or Alaska Native"
2020,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number","","Race/Ethnicity","American Indian or Alaska Native"
2016,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Number","51","Race/Ethnicity","American Indian or Alaska Native"
2014,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Age-adjusted Rate","1.5","Race/Ethnicity","White, non-Hispanic"
2015,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Age-adjusted Rate","1.14","Gender","Female"
2015,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number","","Race/Ethnicity","American Indian or Alaska Native"
2016,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Crude Rate","3.81","Race/Ethnicity","Black, non-Hispanic"
2016,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Crude Rate","1.8","Race/Ethnicity","White, non-Hispanic"
2018,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Number","99","Race/Ethnicity","Asian or Pacific Islander"
2020,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Crude Rate","2.9","Gender","Male"
2019,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Age-adjusted Rate","","Race/Ethnicity","Asian or Pacific Islander"
2016,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Age-adjusted Rate","1.7","Race/Ethnicity","White, non-Hispanic"
2017,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Number","78","Race/Ethnicity","Asian or Pacific Islander"
2017,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Crude Rate","1.68","Gender","Female"
2017,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Age-adjusted Rate","","Race/Ethnicity","Hispanic"
2018,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number","426","Race/Ethnicity","Asian or Pacific Islander"
2019,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Age-adjusted Rate","","Race/Ethnicity","Black, non-Hispanic"
2016,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number","","Race/Ethnicity","Asian or Pacific Islander"
2018,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Crude Rate","91.8","Gender","Male"
2015,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Crude Rate","2.62","Race/Ethnicity","White, non-Hispanic"
2015,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Crude Rate","3.65","Race/Ethnicity","Black, non-Hispanic"
2014,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Crude Rate","0.62","Race/Ethnicity","Asian or Pacific Islander"
2016,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Age-adjusted Rate","","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Crude Rate","2.2","Overall","Overall"
2015,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Age-adjusted Rate","1.7","Gender","Male"
2014,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Age-adjusted Rate","2.12","Race/Ethnicity","White, non-Hispanic"
2016,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Number","540","Gender","Female"
2018,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Age-adjusted Rate","3.91","Race/Ethnicity","American Indian or Alaska Native"
2014,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Crude Rate","","Race/Ethnicity","Black, non-Hispanic"
2014,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Crude Rate","1.7","Race/Ethnicity","White, non-Hispanic"
2015,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Age-adjusted Rate","2.17","Race/Ethnicity","Hispanic"
2016,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number","72","Gender","Male"
2018,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Number","1852","Race/Ethnicity","White, non-Hispanic"
2018,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Crude Rate","97.2","Race/Ethnicity","American Indian or Alaska Native"
2017,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number","","Race/Ethnicity","Black, non-Hispanic"
2018,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Age-adjusted Rate","115.2","Race/Ethnicity","Black, non-Hispanic"
2018,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Crude Rate","1.67","Gender","Female"
2014,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Number","117","Race/Ethnicity","Hispanic"
2017,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Number","59","Race/Ethnicity","American Indian or Alaska Native"
2019,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number","117","Race/Ethnicity","White, non-Hispanic"
2020,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Age-adjusted Rate","2.8","Gender","Male"
2016,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Age-adjusted Rate","3.65","Gender","Male"
2015,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Crude Rate","1.4","Gender","Female"
2017,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Crude Rate","3.14","Overall","Overall"
2015,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Age-adjusted Rate","2.14","Overall","Overall"
2018,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Age-adjusted Rate","71.7","Race/Ethnicity","Hispanic"
2014,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number","","Race/Ethnicity","American Indian or Alaska Native"
2019,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Crude Rate","","Race/Ethnicity","Asian or Pacific Islander"
2019,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Crude Rate","1.7","Gender","Female"
2020,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Age-adjusted Rate","2.1","Race/Ethnicity","White, non-Hispanic"
2017,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Crude Rate","2.02","Race/Ethnicity","Hispanic"
2016,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Number","2008","Overall","Overall"
2017,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Crude Rate","","Race/Ethnicity","Asian or Pacific Islander"
2014,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Crude Rate","1.42","Gender","Female"
2016,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Crude Rate","","Race/Ethnicity","Hispanic"
2015,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number","","Race/Ethnicity","Asian or Pacific Islander"
2015,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Age-adjusted Rate","0.85","Race/Ethnicity","Asian or Pacific Islander"
2016,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Number","78","Race/Ethnicity","Asian or Pacific Islander"
2017,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Age-adjusted Rate","1.9","Race/Ethnicity","White, non-Hispanic"
2014,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Crude Rate","","Race/Ethnicity","American Indian or Alaska Native"
2017,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Number","1781","Race/Ethnicity","White, non-Hispanic"
2014,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Crude Rate","2.70","Race/Ethnicity","White, non-Hispanic"
2020,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Age-adjusted Rate","","Race/Ethnicity","Black, non-Hispanic"
2014,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Age-adjusted Rate","","Race/Ethnicity","Hispanic"
2017,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Age-adjusted Rate","5.18","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number","173","Overall","Overall"
2016,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Age-adjusted Rate","1.5","Overall","Overall"
2016,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Crude Rate","4.03","Gender","Male"
2016,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Crude Rate","4.56","Race/Ethnicity","American Indian or Alaska Native"
2017,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Age-adjusted Rate","1.41","Gender","Female"
2019,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Crude Rate","1.9","Overall","Overall"
